"sim","solar_system","claim_count","agg_loss","theta_scenario","theta_used"
497,"Bayesia System",440,1666433652.24083,"theta_1",1
498,"Bayesia System",93,424160053.85476,"theta_1",1
499,"Bayesia System",731,2841910269.52338,"theta_1",1
500,"Bayesia System",501,1881566678.44775,"theta_1",1
501,"Bayesia System",922,3760895234.11605,"theta_1",1
502,"Bayesia System",1879,8283621664.77277,"theta_1",1
503,"Bayesia System",4430,19040977654.2293,"theta_1",1
504,"Bayesia System",2963,13110841556.3358,"theta_1",1
505,"Bayesia System",203,764215037.44741,"theta_1",1
506,"Bayesia System",1948,8697398968.90948,"theta_1",1
507,"Bayesia System",807,3740737428.75614,"theta_1",1
508,"Bayesia System",126,518722540.004091,"theta_1",1
509,"Bayesia System",829,3559726642.79873,"theta_1",1
510,"Bayesia System",1518,6500509411.67181,"theta_1",1
511,"Bayesia System",1491,6440361180.94598,"theta_1",1
512,"Bayesia System",396,1551199933.47231,"theta_1",1
513,"Bayesia System",1543,6987471542.13255,"theta_1",1
514,"Bayesia System",1142,5592018202.09119,"theta_1",1
515,"Bayesia System",1080,4426824276.22685,"theta_1",1
516,"Bayesia System",1637,6847526885.82197,"theta_1",1
517,"Bayesia System",312,1340922930.41663,"theta_1",1
518,"Bayesia System",3310,14442279543.4307,"theta_1",1
519,"Bayesia System",1139,4884465203.16862,"theta_1",1
520,"Bayesia System",2087,9440239007.26052,"theta_1",1
521,"Bayesia System",678,3075957478.28002,"theta_1",1
522,"Bayesia System",1505,6711417648.25902,"theta_1",1
523,"Bayesia System",417,1578051431.93437,"theta_1",1
524,"Bayesia System",756,3187677090.27746,"theta_1",1
525,"Bayesia System",533,2029296914.01026,"theta_1",1
526,"Bayesia System",759,3508627686.20908,"theta_1",1
527,"Bayesia System",365,1572711291.40548,"theta_1",1
528,"Bayesia System",252,1029895604.98163,"theta_1",1
529,"Bayesia System",306,1509024418.40606,"theta_1",1
530,"Bayesia System",1082,5002584915.91757,"theta_1",1
531,"Bayesia System",1680,7479061850.25174,"theta_1",1
532,"Bayesia System",171,742897971.142639,"theta_1",1
533,"Bayesia System",1254,5897367381.93128,"theta_1",1
534,"Bayesia System",2661,11925437755.0593,"theta_1",1
535,"Bayesia System",3661,16707286994.4812,"theta_1",1
536,"Bayesia System",395,1685253907.35704,"theta_1",1
537,"Bayesia System",803,3482299604.44685,"theta_1",1
538,"Bayesia System",616,2690748455.54724,"theta_1",1
539,"Bayesia System",2210,9702781311.1858,"theta_1",1
540,"Bayesia System",675,2957264567.22558,"theta_1",1
541,"Bayesia System",491,2646819209.21607,"theta_1",1
542,"Bayesia System",514,2049195839.14133,"theta_1",1
543,"Bayesia System",1906,8388251945.25475,"theta_1",1
544,"Bayesia System",2033,9201829670.17995,"theta_1",1
545,"Bayesia System",347,1749418928.05037,"theta_1",1
546,"Bayesia System",95,601807786.558853,"theta_1",1
547,"Bayesia System",839,3911193434.20824,"theta_1",1
548,"Bayesia System",124,592917199.176508,"theta_1",1
549,"Bayesia System",518,2082049889.68741,"theta_1",1
550,"Bayesia System",125,542459386.687545,"theta_1",1
551,"Bayesia System",198,863627606.415129,"theta_1",1
552,"Bayesia System",804,3333248037.31908,"theta_1",1
553,"Bayesia System",1001,4565578353.10066,"theta_1",1
554,"Bayesia System",229,970388992.768491,"theta_1",1
555,"Bayesia System",1125,4838076933.69819,"theta_1",1
556,"Bayesia System",1880,8411127394.7647,"theta_1",1
557,"Bayesia System",516,1880827438.98345,"theta_1",1
558,"Bayesia System",1045,4456963648.81315,"theta_1",1
559,"Bayesia System",752,3191406740.62868,"theta_1",1
560,"Bayesia System",882,3550780112.18964,"theta_1",1
561,"Bayesia System",1383,6077242054.56215,"theta_1",1
562,"Bayesia System",1344,5772563093.93904,"theta_1",1
563,"Bayesia System",173,970084259.394668,"theta_1",1
564,"Bayesia System",272,980549823.216876,"theta_1",1
565,"Bayesia System",1482,6074977649.09259,"theta_1",1
566,"Bayesia System",204,769112106.903123,"theta_1",1
567,"Bayesia System",1462,6198848839.08416,"theta_1",1
568,"Bayesia System",984,3941440312.58276,"theta_1",1
569,"Bayesia System",2346,9822908265.72747,"theta_1",1
570,"Bayesia System",490,2220429590.0238,"theta_1",1
571,"Bayesia System",2,2181546.67993818,"theta_1",1
572,"Bayesia System",376,1556564870.93916,"theta_1",1
573,"Bayesia System",1547,7414268398.22318,"theta_1",1
574,"Bayesia System",430,1827268075.10903,"theta_1",1
575,"Bayesia System",388,1811952481.89424,"theta_1",1
576,"Bayesia System",158,711673728.928837,"theta_1",1
577,"Bayesia System",1374,5821045439.38796,"theta_1",1
578,"Bayesia System",228,1028644868.18228,"theta_1",1
579,"Bayesia System",1020,4428240689.01632,"theta_1",1
580,"Bayesia System",1198,5209242117.27725,"theta_1",1
581,"Bayesia System",114,403526020.122048,"theta_1",1
582,"Bayesia System",425,1897309826.58914,"theta_1",1
583,"Bayesia System",1647,7440949935.89964,"theta_1",1
584,"Bayesia System",1491,6410998908.31318,"theta_1",1
585,"Bayesia System",2228,9900035759.14581,"theta_1",1
586,"Bayesia System",357,1401738745.65591,"theta_1",1
587,"Bayesia System",375,1594954646.27948,"theta_1",1
588,"Bayesia System",207,860932296.383103,"theta_1",1
589,"Bayesia System",618,2772793514.04211,"theta_1",1
590,"Bayesia System",284,1159418862.71846,"theta_1",1
591,"Bayesia System",877,3391784465.39289,"theta_1",1
592,"Bayesia System",2555,10936011267.5891,"theta_1",1
593,"Bayesia System",1430,6646748799.72104,"theta_1",1
594,"Bayesia System",135,499205712.538685,"theta_1",1
595,"Bayesia System",79,270000954.97234,"theta_1",1
596,"Bayesia System",213,1221935802.67991,"theta_1",1
597,"Bayesia System",703,3032077024.48397,"theta_1",1
598,"Bayesia System",68,250511318.862373,"theta_1",1
599,"Bayesia System",361,1728960191.99391,"theta_1",1
600,"Bayesia System",1566,6886678875.15409,"theta_1",1
601,"Bayesia System",166,845383189.825992,"theta_1",1
602,"Bayesia System",533,2418125280.394,"theta_1",1
603,"Bayesia System",588,2909326171.94534,"theta_1",1
604,"Bayesia System",718,3025507411.30595,"theta_1",1
605,"Bayesia System",565,2542593475.24572,"theta_1",1
606,"Bayesia System",642,2840745721.2763,"theta_1",1
607,"Bayesia System",302,1263727981.90378,"theta_1",1
608,"Bayesia System",291,1240830065.42741,"theta_1",1
609,"Bayesia System",2172,9463078600.12099,"theta_1",1
610,"Bayesia System",1843,8160843854.2065,"theta_1",1
611,"Bayesia System",474,1949444401.00181,"theta_1",1
612,"Bayesia System",744,3232114276.47771,"theta_1",1
613,"Bayesia System",448,1951712265.07445,"theta_1",1
614,"Bayesia System",2732,11926307301.9085,"theta_1",1
615,"Bayesia System",69,316802485.554579,"theta_1",1
616,"Bayesia System",1212,5012013248.45562,"theta_1",1
617,"Bayesia System",892,3445878512.33432,"theta_1",1
618,"Bayesia System",1709,7652773621.06749,"theta_1",1
619,"Bayesia System",131,422630865.781558,"theta_1",1
620,"Bayesia System",801,3424441868.22481,"theta_1",1
621,"Bayesia System",405,1893678722.26888,"theta_1",1
622,"Bayesia System",62,252112239.784479,"theta_1",1
623,"Bayesia System",869,3961313604.6646,"theta_1",1
624,"Bayesia System",1087,4822298782.944,"theta_1",1
625,"Bayesia System",986,4169103508.41708,"theta_1",1
626,"Bayesia System",170,753977006.79574,"theta_1",1
627,"Bayesia System",609,2571095816.82885,"theta_1",1
628,"Bayesia System",390,1801112437.7815,"theta_1",1
629,"Bayesia System",612,2527476990.73198,"theta_1",1
630,"Bayesia System",485,2075129011.89262,"theta_1",1
631,"Bayesia System",2242,10211279836.3742,"theta_1",1
632,"Bayesia System",790,3635433920.77199,"theta_1",1
633,"Bayesia System",670,3116617454.75091,"theta_1",1
634,"Bayesia System",841,3975573706.82831,"theta_1",1
635,"Bayesia System",281,1220611044.77638,"theta_1",1
636,"Bayesia System",249,1059847580.64025,"theta_1",1
637,"Bayesia System",662,2574697487.4329,"theta_1",1
638,"Bayesia System",7,110917608.514872,"theta_1",1
639,"Bayesia System",590,2646582777.75476,"theta_1",1
640,"Bayesia System",1369,6086796371.56283,"theta_1",1
641,"Bayesia System",2374,9845889737.91765,"theta_1",1
642,"Bayesia System",515,2420519903.05211,"theta_1",1
643,"Bayesia System",2166,9310483235.04069,"theta_1",1
644,"Bayesia System",461,2052009277.05085,"theta_1",1
645,"Bayesia System",1985,8516131881.76292,"theta_1",1
646,"Bayesia System",24,117020006.965779,"theta_1",1
647,"Bayesia System",1620,7418906161.19948,"theta_1",1
648,"Bayesia System",1257,5715099285.11438,"theta_1",1
649,"Bayesia System",109,382360054.943424,"theta_1",1
650,"Bayesia System",1147,5049073207.69702,"theta_1",1
651,"Bayesia System",499,2228314287.04164,"theta_1",1
652,"Bayesia System",149,588969602.371112,"theta_1",1
653,"Bayesia System",149,558128832.216256,"theta_1",1
654,"Bayesia System",2014,8426779855.95378,"theta_1",1
655,"Bayesia System",247,965467976.364287,"theta_1",1
656,"Bayesia System",1996,8181780292.72647,"theta_1",1
657,"Bayesia System",1733,7437658229.39297,"theta_1",1
658,"Bayesia System",288,1079746905.02396,"theta_1",1
659,"Bayesia System",87,422819406.105709,"theta_1",1
660,"Bayesia System",2121,9134085042.41757,"theta_1",1
661,"Bayesia System",242,1115437498.89954,"theta_1",1
662,"Bayesia System",1439,6360068329.38104,"theta_1",1
663,"Bayesia System",5362,23043852965.1613,"theta_1",1
664,"Bayesia System",413,1756868860.21562,"theta_1",1
665,"Bayesia System",633,2610694524.79724,"theta_1",1
666,"Bayesia System",1730,7257963996.86722,"theta_1",1
667,"Bayesia System",100,475356229.381302,"theta_1",1
668,"Bayesia System",1075,4919458241.57562,"theta_1",1
669,"Bayesia System",594,3200095387.12035,"theta_1",1
670,"Bayesia System",713,2846973042.08614,"theta_1",1
671,"Bayesia System",1715,7590663994.43895,"theta_1",1
672,"Bayesia System",278,1253869838.1051,"theta_1",1
673,"Bayesia System",57,249698954.439399,"theta_1",1
674,"Bayesia System",373,1880878817.31862,"theta_1",1
675,"Bayesia System",146,707704889.094657,"theta_1",1
676,"Bayesia System",58,389273598.742688,"theta_1",1
677,"Bayesia System",870,3809167707.53911,"theta_1",1
678,"Bayesia System",1401,5907239171.2868,"theta_1",1
679,"Bayesia System",843,3720731700.00923,"theta_1",1
680,"Bayesia System",275,1143778706.35244,"theta_1",1
681,"Bayesia System",534,2610667295.58821,"theta_1",1
682,"Bayesia System",1811,7831745573.81472,"theta_1",1
683,"Bayesia System",1490,7199566168.4002,"theta_1",1
684,"Bayesia System",110,418963519.531598,"theta_1",1
685,"Bayesia System",4734,20435733357.7972,"theta_1",1
686,"Bayesia System",31,136422028.009861,"theta_1",1
687,"Bayesia System",2167,10257419397.7847,"theta_1",1
688,"Bayesia System",150,551726800.903424,"theta_1",1
689,"Bayesia System",171,759272589.150967,"theta_1",1
690,"Bayesia System",958,4829114675.68903,"theta_1",1
691,"Bayesia System",534,2429913703.41139,"theta_1",1
692,"Bayesia System",21,81474560.6307143,"theta_1",1
693,"Bayesia System",172,601338048.153002,"theta_1",1
694,"Bayesia System",721,3030374254.63426,"theta_1",1
695,"Bayesia System",239,923920637.842221,"theta_1",1
696,"Bayesia System",1248,5735838146.66657,"theta_1",1
697,"Bayesia System",608,2584798846.00191,"theta_1",1
698,"Bayesia System",169,787058600.012411,"theta_1",1
699,"Bayesia System",189,740121938.719162,"theta_1",1
700,"Bayesia System",508,2236718298.25316,"theta_1",1
701,"Bayesia System",316,1451088230.2501,"theta_1",1
702,"Bayesia System",477,2356948534.01882,"theta_1",1
703,"Bayesia System",873,3882141818.07557,"theta_1",1
704,"Bayesia System",489,1783394160.06117,"theta_1",1
705,"Bayesia System",194,762429182.242884,"theta_1",1
706,"Bayesia System",231,1684768370.88925,"theta_1",1
707,"Bayesia System",3247,14138841097.1714,"theta_1",1
708,"Bayesia System",165,732236958.064698,"theta_1",1
709,"Bayesia System",516,2414209574.51118,"theta_1",1
710,"Bayesia System",1508,6490230541.27649,"theta_1",1
711,"Bayesia System",4321,18235588181.6167,"theta_1",1
712,"Bayesia System",173,750267446.147455,"theta_1",1
713,"Bayesia System",119,515575795.916607,"theta_1",1
714,"Bayesia System",18,80212575.0190224,"theta_1",1
715,"Bayesia System",2142,9830806855.46889,"theta_1",1
716,"Bayesia System",810,4034853693.06529,"theta_1",1
717,"Bayesia System",273,1070126081.77856,"theta_1",1
718,"Bayesia System",1539,6114638267.6181,"theta_1",1
719,"Bayesia System",2050,9187710955.56,"theta_1",1
720,"Bayesia System",2547,10785420055.0356,"theta_1",1
721,"Bayesia System",916,4122127680.01539,"theta_1",1
722,"Bayesia System",1479,6138574957.98252,"theta_1",1
723,"Bayesia System",2226,9366143856.70369,"theta_1",1
724,"Bayesia System",681,2860609206.28719,"theta_1",1
725,"Bayesia System",3371,14622142813.187,"theta_1",1
726,"Bayesia System",56,227380140.431675,"theta_1",1
727,"Bayesia System",52,288202494.066345,"theta_1",1
728,"Bayesia System",22,64610490.5155908,"theta_1",1
729,"Bayesia System",141,636374525.259212,"theta_1",1
730,"Bayesia System",2062,8731369637.60466,"theta_1",1
731,"Bayesia System",500,2150210318.46444,"theta_1",1
732,"Bayesia System",1362,5583435459.48283,"theta_1",1
733,"Bayesia System",341,1361815539.83824,"theta_1",1
734,"Bayesia System",103,370029493.952146,"theta_1",1
735,"Bayesia System",102,438924001.962139,"theta_1",1
736,"Bayesia System",332,1660985831.6252,"theta_1",1
737,"Bayesia System",2148,9253882347.82487,"theta_1",1
738,"Bayesia System",581,2523436531.7525,"theta_1",1
739,"Bayesia System",91,504452525.492431,"theta_1",1
740,"Bayesia System",1518,6075858506.89454,"theta_1",1
741,"Bayesia System",224,810491666.345339,"theta_1",1
742,"Bayesia System",641,2986790830.34678,"theta_1",1
743,"Bayesia System",259,1152501945.95269,"theta_1",1
744,"Bayesia System",430,1779544199.49612,"theta_1",1
745,"Bayesia System",468,2087016488.4961,"theta_1",1
746,"Bayesia System",2183,9539825247.25507,"theta_1",1
747,"Bayesia System",279,1342956061.08534,"theta_1",1
748,"Bayesia System",31,159762378.289906,"theta_1",1
749,"Bayesia System",6994,30485562612.1315,"theta_1",1
750,"Bayesia System",1008,4305019566.6903,"theta_1",1
751,"Bayesia System",470,2064382879.40651,"theta_1",1
752,"Bayesia System",284,1072003012.9857,"theta_1",1
753,"Bayesia System",914,4277672594.32874,"theta_1",1
754,"Bayesia System",522,2369408374.0925,"theta_1",1
755,"Bayesia System",560,2348421311.32886,"theta_1",1
756,"Bayesia System",282,1085119140.75527,"theta_1",1
757,"Bayesia System",640,2658284114.62791,"theta_1",1
758,"Bayesia System",741,3537230694.20762,"theta_1",1
759,"Bayesia System",883,3509920089.25246,"theta_1",1
760,"Bayesia System",209,860462146.908077,"theta_1",1
761,"Bayesia System",904,4592787359.05944,"theta_1",1
762,"Bayesia System",161,754642234.132749,"theta_1",1
763,"Bayesia System",168,783668175.709264,"theta_1",1
764,"Bayesia System",276,1333295319.91642,"theta_1",1
765,"Bayesia System",360,1497191070.1901,"theta_1",1
766,"Bayesia System",337,1535917289.72609,"theta_1",1
767,"Bayesia System",1186,5243845474.37175,"theta_1",1
768,"Bayesia System",224,887500789.258981,"theta_1",1
769,"Bayesia System",943,4105347465.18988,"theta_1",1
770,"Bayesia System",198,766630381.010316,"theta_1",1
771,"Bayesia System",30,125341502.928036,"theta_1",1
772,"Bayesia System",787,3365338593.2299,"theta_1",1
773,"Bayesia System",2948,13054006425.0034,"theta_1",1
774,"Bayesia System",252,1105552169.76547,"theta_1",1
775,"Bayesia System",1996,8558343796.33235,"theta_1",1
776,"Bayesia System",326,1503683443.5268,"theta_1",1
777,"Bayesia System",3026,13089885487.1397,"theta_1",1
778,"Bayesia System",1565,6727663670.90926,"theta_1",1
779,"Bayesia System",342,1311285738.41295,"theta_1",1
780,"Bayesia System",109,463656543.545525,"theta_1",1
781,"Bayesia System",302,1143332194.58722,"theta_1",1
782,"Bayesia System",340,1406433729.44084,"theta_1",1
783,"Bayesia System",285,1510683468.53419,"theta_1",1
784,"Bayesia System",263,1158938978.34318,"theta_1",1
785,"Bayesia System",1287,5303937360.72668,"theta_1",1
786,"Bayesia System",67,356634778.512539,"theta_1",1
787,"Bayesia System",489,1959253799.13321,"theta_1",1
788,"Bayesia System",43,156957784.630919,"theta_1",1
789,"Bayesia System",986,4192668603.52911,"theta_1",1
790,"Bayesia System",1057,4466101674.08667,"theta_1",1
791,"Bayesia System",1445,6523233543.83584,"theta_1",1
792,"Bayesia System",104,473438652.512591,"theta_1",1
793,"Bayesia System",78,344941711.168869,"theta_1",1
794,"Bayesia System",322,1235883926.57216,"theta_1",1
795,"Bayesia System",2575,10901580633.0948,"theta_1",1
796,"Bayesia System",1992,8147128373.43307,"theta_1",1
797,"Bayesia System",1070,4366372016.55738,"theta_1",1
798,"Bayesia System",1115,4973213740.67525,"theta_1",1
799,"Bayesia System",1471,6550587197.80671,"theta_1",1
800,"Bayesia System",290,1446169360.86171,"theta_1",1
801,"Bayesia System",645,2809434636.84138,"theta_1",1
802,"Bayesia System",1027,4278036616.1592,"theta_1",1
803,"Bayesia System",553,2203988589.17946,"theta_1",1
804,"Bayesia System",1145,5198729413.04924,"theta_1",1
805,"Bayesia System",1391,6017530921.99274,"theta_1",1
806,"Bayesia System",330,1529968361.72782,"theta_1",1
807,"Bayesia System",2934,12701829531.3856,"theta_1",1
808,"Bayesia System",451,2001405029.98514,"theta_1",1
809,"Bayesia System",991,4141554293.40295,"theta_1",1
810,"Bayesia System",750,3146868323.19677,"theta_1",1
811,"Bayesia System",1414,6724388695.75146,"theta_1",1
812,"Bayesia System",586,2525179127.7403,"theta_1",1
813,"Bayesia System",365,1720180665.48449,"theta_1",1
814,"Bayesia System",217,1047881960.57105,"theta_1",1
815,"Bayesia System",1714,7498760727.51655,"theta_1",1
816,"Bayesia System",116,471505266.98294,"theta_1",1
817,"Bayesia System",393,1558694605.42986,"theta_1",1
818,"Bayesia System",72,319558103.716169,"theta_1",1
819,"Bayesia System",2178,9457947097.39086,"theta_1",1
