"sim","equipment_type","agg_loss","claim_count"
120,"Ion Pulverizer",1175730.17,16
120,"Quantum Bore",11825482.57,94
120,"ReglAggregators",6611683.75,86
121,"FexStram Carrier",5192411.01,66
121,"Flux Rider",46000096.53,595
121,"Graviton Extractor",5512743.11,65
121,"Ion Pulverizer",768662.25,10
121,"Quantum Bore",10070095.68,76
121,"ReglAggregators",5349120.22,72
122,"FexStram Carrier",5082121.42,62
122,"Flux Rider",40999820.94,531
122,"Graviton Extractor",7196126.44,88
122,"Ion Pulverizer",1091546.31,14
122,"Quantum Bore",10020188.51,72
122,"ReglAggregators",5805504.8,80
123,"FexStram Carrier",5755635.76,77
123,"Flux Rider",42859682.33,557
123,"Graviton Extractor",6332740.27,75
123,"Ion Pulverizer",1460038.98,22
123,"Quantum Bore",10160362.61,81
123,"ReglAggregators",6253607.08,79
124,"FexStram Carrier",3962380.03,58
124,"Flux Rider",46064928.75,569
124,"Graviton Extractor",6116611.75,77
124,"Ion Pulverizer",2216007.56,24
124,"Quantum Bore",9128858.23,74
124,"ReglAggregators",5490010.92,80
125,"FexStram Carrier",5360863.86,66
125,"Flux Rider",40828716.45,541
125,"Graviton Extractor",6176423.84,85
125,"Ion Pulverizer",1246694.99,17
125,"Quantum Bore",11881406.85,97
125,"ReglAggregators",6610573.83,92
126,"FexStram Carrier",4462517.02,62
126,"Flux Rider",45869231.74,595
126,"Graviton Extractor",7282244,90
126,"Ion Pulverizer",1094876.72,10
126,"Quantum Bore",11073163.71,89
126,"ReglAggregators",6209170.04,77
127,"FexStram Carrier",4593847.37,64
127,"Flux Rider",43664109.86,549
127,"Graviton Extractor",6622571.39,82
127,"Ion Pulverizer",1061082.19,12
127,"Quantum Bore",10713154.62,63
127,"ReglAggregators",4859306.11,57
128,"FexStram Carrier",5068378.67,59
128,"Flux Rider",41579483.01,556
128,"Graviton Extractor",4771240.65,67
128,"Ion Pulverizer",1760220.2,20
128,"Quantum Bore",11300236.59,72
128,"ReglAggregators",5319684.88,73
129,"FexStram Carrier",4829967.71,63
129,"Flux Rider",41056960.83,542
129,"Graviton Extractor",6381024.22,77
129,"Ion Pulverizer",1150177.88,16
129,"Quantum Bore",8627485.76,70
129,"ReglAggregators",4579338.55,57
130,"FexStram Carrier",3501118.98,48
130,"Flux Rider",43696170.88,561
130,"Graviton Extractor",6558143.98,84
130,"Ion Pulverizer",1437419.88,16
130,"Quantum Bore",11381351.47,83
130,"ReglAggregators",4375762.51,65
131,"FexStram Carrier",4649623.77,61
131,"Flux Rider",41883499.35,546
131,"Graviton Extractor",4811317.97,58
131,"Ion Pulverizer",1219415.43,16
131,"Quantum Bore",11204407.82,85
131,"ReglAggregators",5457098.66,73
132,"FexStram Carrier",4659971.47,61
132,"Flux Rider",42409487.54,555
132,"Graviton Extractor",7044835.02,91
132,"Ion Pulverizer",1797600.86,22
132,"Quantum Bore",9804227.39,86
132,"ReglAggregators",6614297.83,77
133,"FexStram Carrier",3887219.85,55
133,"Flux Rider",40290841.26,554
133,"Graviton Extractor",5772279.46,77
133,"Ion Pulverizer",940618.92,12
133,"Quantum Bore",8599402.21,71
133,"ReglAggregators",6677477.99,93
134,"FexStram Carrier",5067905.45,65
134,"Flux Rider",44078749.07,588
134,"Graviton Extractor",6036678.31,77
134,"Ion Pulverizer",898857.58,12
134,"Quantum Bore",7933578.4,69
134,"ReglAggregators",4529075.04,55
135,"FexStram Carrier",3549419.02,46
135,"Flux Rider",41342994.37,531
135,"Graviton Extractor",6068280.99,76
135,"Ion Pulverizer",1392592.22,20
135,"Quantum Bore",16488565.77,97
135,"ReglAggregators",4924277.25,66
136,"FexStram Carrier",4856642.66,58
136,"Flux Rider",41908230.49,555
136,"Graviton Extractor",5199780.41,65
136,"Ion Pulverizer",1311224.38,18
136,"Quantum Bore",11097941.73,84
136,"ReglAggregators",4874925.99,66
137,"FexStram Carrier",5010996.69,60
137,"Flux Rider",44512970.11,575
137,"Graviton Extractor",6711920.62,91
137,"Ion Pulverizer",1395335.43,18
137,"Quantum Bore",11427286.59,71
137,"ReglAggregators",4161717.51,61
138,"FexStram Carrier",3941178.88,55
138,"Flux Rider",44323589.69,583
138,"Graviton Extractor",6075439.21,83
138,"Ion Pulverizer",1793719.27,20
138,"Quantum Bore",10046180,77
138,"ReglAggregators",7247997.44,81
139,"FexStram Carrier",4830934.78,58
139,"Flux Rider",41416780.48,553
139,"Graviton Extractor",5916375.21,85
139,"Ion Pulverizer",1016040.9,15
139,"Quantum Bore",10274010.17,82
139,"ReglAggregators",5685377.78,76
140,"FexStram Carrier",4071763.04,58
140,"Flux Rider",42905601.64,572
140,"Graviton Extractor",6076076.85,78
140,"Ion Pulverizer",1874159.45,25
140,"Quantum Bore",10616810.45,78
140,"ReglAggregators",6665521.82,87
141,"FexStram Carrier",3930655.3,47
141,"Flux Rider",45604840.8,588
141,"Graviton Extractor",6495375.85,90
141,"Ion Pulverizer",982986.93,16
141,"Quantum Bore",10896919.94,84
141,"ReglAggregators",5623541.99,74
142,"FexStram Carrier",4067289.2,52
142,"Flux Rider",42178422.73,574
142,"Graviton Extractor",6208131.69,85
142,"Ion Pulverizer",1806672.66,21
142,"Quantum Bore",7829213.26,68
142,"ReglAggregators",7649711.6,95
143,"FexStram Carrier",4113727.46,55
143,"Flux Rider",44655296.35,581
143,"Graviton Extractor",6218572.44,75
143,"Ion Pulverizer",1118215.02,15
143,"Quantum Bore",11412926.37,93
143,"ReglAggregators",6576012.28,74
144,"FexStram Carrier",3625751.69,51
144,"Flux Rider",42483055.18,558
144,"Graviton Extractor",6822924.65,85
144,"Ion Pulverizer",834959.75,12
144,"Quantum Bore",9954818.18,80
144,"ReglAggregators",4717329.49,69
145,"FexStram Carrier",3839505.9,51
145,"Flux Rider",43716253.53,570
145,"Graviton Extractor",7253194.67,102
145,"Ion Pulverizer",1926333.25,23
145,"Quantum Bore",10854463.84,82
145,"ReglAggregators",4398723.73,61
146,"FexStram Carrier",4738627.38,60
146,"Flux Rider",44432315.35,596
146,"Graviton Extractor",5688892.33,74
146,"Ion Pulverizer",963082.7,14
146,"Quantum Bore",11339752.54,84
146,"ReglAggregators",5859140.21,73
147,"FexStram Carrier",4124255.21,56
147,"Flux Rider",47073650.26,599
147,"Graviton Extractor",5419502.36,74
147,"Ion Pulverizer",1132295.78,17
147,"Quantum Bore",8760076.94,68
147,"ReglAggregators",5095143.98,74
148,"FexStram Carrier",4517722.14,58
148,"Flux Rider",43681153.89,571
148,"Graviton Extractor",5887218.87,76
148,"Ion Pulverizer",1057390.12,14
148,"Quantum Bore",9469696.98,72
148,"ReglAggregators",5733316.25,77
149,"FexStram Carrier",4880811.8,70
149,"Flux Rider",40733202.84,553
149,"Graviton Extractor",7507983.65,92
149,"Ion Pulverizer",1421082.27,17
149,"Quantum Bore",11294354.41,88
149,"ReglAggregators",4846837.98,63
150,"FexStram Carrier",4733284.55,61
150,"Flux Rider",48476977.85,590
150,"Graviton Extractor",6547741.51,78
150,"Ion Pulverizer",1213360.66,18
150,"Quantum Bore",12268250.17,84
150,"ReglAggregators",5351154.46,75
151,"FexStram Carrier",5544848.27,69
151,"Flux Rider",40484081.2,531
151,"Graviton Extractor",5832726.07,73
151,"Ion Pulverizer",1467071.96,18
151,"Quantum Bore",21229456.67,106
151,"ReglAggregators",6638069.31,79
152,"FexStram Carrier",4378001.69,58
152,"Flux Rider",42444162.37,553
152,"Graviton Extractor",5210766.64,77
152,"Ion Pulverizer",1182158.65,16
152,"Quantum Bore",7918035.38,66
152,"ReglAggregators",5236411.79,64
153,"FexStram Carrier",3944409.84,58
153,"Flux Rider",43641737.89,568
153,"Graviton Extractor",6017903.88,74
153,"Ion Pulverizer",1524670.72,19
153,"Quantum Bore",11025008.89,84
153,"ReglAggregators",5918710.88,75
154,"FexStram Carrier",4008830.48,55
154,"Flux Rider",44198332.26,583
154,"Graviton Extractor",6622965.27,85
154,"Ion Pulverizer",1552964.79,16
154,"Quantum Bore",9108227.43,79
154,"ReglAggregators",5292500.42,74
155,"FexStram Carrier",4683174.43,63
155,"Flux Rider",46429552.35,594
155,"Graviton Extractor",6846422.24,86
155,"Ion Pulverizer",432828.03,8
155,"Quantum Bore",8406977.8,65
155,"ReglAggregators",6121456.64,82
156,"FexStram Carrier",4179697.13,56
156,"Flux Rider",43949841.17,562
156,"Graviton Extractor",5096323.15,69
156,"Ion Pulverizer",1316649.66,17
156,"Quantum Bore",10879953.31,81
156,"ReglAggregators",6037206.74,81
157,"FexStram Carrier",4913739.95,62
157,"Flux Rider",44463165.66,596
157,"Graviton Extractor",6290865.2,78
157,"Ion Pulverizer",1104621.19,13
157,"Quantum Bore",10399332.51,80
157,"ReglAggregators",4864260.83,68
158,"FexStram Carrier",3632142.51,50
158,"Flux Rider",43589755.02,561
158,"Graviton Extractor",4526646.75,60
158,"Ion Pulverizer",976368.65,12
158,"Quantum Bore",11946815.95,77
158,"ReglAggregators",4906365.22,67
159,"FexStram Carrier",4521214.42,56
159,"Flux Rider",42694824.35,573
159,"Graviton Extractor",5904887.31,81
159,"Ion Pulverizer",1119747.82,19
159,"Quantum Bore",9566035.71,71
159,"ReglAggregators",5101464.05,73
160,"FexStram Carrier",4258050.38,57
160,"Flux Rider",45168864.82,567
160,"Graviton Extractor",5287519.2,69
160,"Ion Pulverizer",1210275.56,17
160,"Quantum Bore",10375738.43,74
160,"ReglAggregators",6347122.51,74
161,"FexStram Carrier",4984520,61
161,"Flux Rider",43634694.49,554
161,"Graviton Extractor",7072165.79,90
161,"Ion Pulverizer",798226.85,11
161,"Quantum Bore",8295790.07,56
161,"ReglAggregators",6049018.22,76
162,"FexStram Carrier",6192478.07,71
162,"Flux Rider",44384129.73,564
162,"Graviton Extractor",7745961.39,94
162,"Ion Pulverizer",868281.13,12
162,"Quantum Bore",10289822.14,77
162,"ReglAggregators",3308263.57,52
163,"FexStram Carrier",3711321.33,51
163,"Flux Rider",42899377.5,559
163,"Graviton Extractor",5773870.18,83
163,"Ion Pulverizer",1203762.36,17
163,"Quantum Bore",15729730.63,95
163,"ReglAggregators",7487387,84
164,"FexStram Carrier",5109565.81,66
164,"Flux Rider",44244427.75,561
164,"Graviton Extractor",5603776.1,79
164,"Ion Pulverizer",1151290.21,15
164,"Quantum Bore",7995684.16,75
164,"ReglAggregators",5075436.97,68
165,"FexStram Carrier",4978028.86,67
165,"Flux Rider",46242337.25,569
165,"Graviton Extractor",5651094.19,74
165,"Ion Pulverizer",1073411.49,17
165,"Quantum Bore",11796214.36,88
165,"ReglAggregators",5798886.32,80
166,"FexStram Carrier",4174812.56,58
166,"Flux Rider",42113683.65,574
166,"Graviton Extractor",5904711.65,70
166,"Ion Pulverizer",1752728.5,14
166,"Quantum Bore",10067156.04,84
166,"ReglAggregators",5920806.37,78
167,"FexStram Carrier",2826266.06,39
167,"Flux Rider",45818789.08,594
167,"Graviton Extractor",6291932.1,78
167,"Ion Pulverizer",1009167.69,15
167,"Quantum Bore",9515714.11,78
167,"ReglAggregators",5572947.43,68
168,"FexStram Carrier",4556885.22,60
168,"Flux Rider",44798021.99,566
168,"Graviton Extractor",5266429.6,68
168,"Ion Pulverizer",906597.17,12
168,"Quantum Bore",10249241.01,80
168,"ReglAggregators",5872734.24,69
169,"FexStram Carrier",4848757.37,60
169,"Flux Rider",40503686.83,543
169,"Graviton Extractor",5674642.73,72
169,"Ion Pulverizer",728458.03,14
169,"Quantum Bore",7249648.9,64
169,"ReglAggregators",4909598.5,58
170,"FexStram Carrier",4289384.93,56
170,"Flux Rider",41671061.24,570
170,"Graviton Extractor",6466011.35,83
170,"Ion Pulverizer",603331.67,10
170,"Quantum Bore",10510081.79,63
170,"ReglAggregators",3923084.1,52
171,"FexStram Carrier",4446518.09,55
171,"Flux Rider",43906276.54,563
171,"Graviton Extractor",6054667.24,84
171,"Ion Pulverizer",1307508.23,20
171,"Quantum Bore",10491980.24,82
171,"ReglAggregators",4304176.6,57
172,"FexStram Carrier",4253164.74,55
172,"Flux Rider",41520414.9,539
172,"Graviton Extractor",7052370.11,74
172,"Ion Pulverizer",1095291.68,12
172,"Quantum Bore",10669891.83,88
172,"ReglAggregators",5536654.62,69
173,"FexStram Carrier",4413929.71,59
173,"Flux Rider",48245378.65,597
173,"Graviton Extractor",5849565.77,78
173,"Ion Pulverizer",1289197.87,19
173,"Quantum Bore",10998539.8,89
173,"ReglAggregators",5070354.23,69
174,"FexStram Carrier",3551062.01,50
174,"Flux Rider",42812911.7,547
174,"Graviton Extractor",7278509.77,97
174,"Ion Pulverizer",1783616.45,24
174,"Quantum Bore",10076338.12,77
174,"ReglAggregators",5312969.95,69
175,"FexStram Carrier",4234065.13,55
175,"Flux Rider",43916522.55,583
175,"Graviton Extractor",6559057.34,85
175,"Ion Pulverizer",1392463.12,19
175,"Quantum Bore",9410184.95,67
175,"ReglAggregators",5233615.01,71
176,"FexStram Carrier",3413687.17,42
176,"Flux Rider",38862336.79,527
176,"Graviton Extractor",6317352.74,83
176,"Ion Pulverizer",1801167.78,21
176,"Quantum Bore",11919706.65,85
176,"ReglAggregators",4939138.97,68
177,"FexStram Carrier",4167329.77,56
177,"Flux Rider",39083820.75,535
177,"Graviton Extractor",5918765.67,83
177,"Ion Pulverizer",1378514.11,18
177,"Quantum Bore",11333124.48,88
177,"ReglAggregators",5707383.63,78
178,"FexStram Carrier",4366199.98,51
178,"Flux Rider",47043389.96,603
178,"Graviton Extractor",6833174.63,87
178,"Ion Pulverizer",1586353.7,22
178,"Quantum Bore",16961416.28,88
178,"ReglAggregators",6165157.39,71
179,"FexStram Carrier",4661911.83,58
179,"Flux Rider",45687867.19,565
179,"Graviton Extractor",7018553.17,81
179,"Ion Pulverizer",1611436.52,18
179,"Quantum Bore",11228514.72,90
179,"ReglAggregators",6704312.13,79
180,"FexStram Carrier",4583802.05,62
180,"Flux Rider",43740038.67,558
180,"Graviton Extractor",6106499.3,72
180,"Ion Pulverizer",2384598.27,18
180,"Quantum Bore",9827483.51,83
180,"ReglAggregators",5755000.25,69
181,"FexStram Carrier",4075278.66,53
181,"Flux Rider",42297640.38,570
181,"Graviton Extractor",6022113.74,72
181,"Ion Pulverizer",1861897.15,20
181,"Quantum Bore",10110494.46,71
181,"ReglAggregators",5563299.43,78
182,"FexStram Carrier",3423716.04,52
182,"Flux Rider",47585435.11,612
182,"Graviton Extractor",7187780.86,87
182,"Ion Pulverizer",1829519.17,25
182,"Quantum Bore",10875577.11,82
182,"ReglAggregators",5309842.15,68
183,"FexStram Carrier",4130741.21,59
183,"Flux Rider",45604439.81,590
183,"Graviton Extractor",5738669.72,72
183,"Ion Pulverizer",1753897.75,21
183,"Quantum Bore",12661001.65,79
183,"ReglAggregators",4024502.95,55
184,"FexStram Carrier",4198029.19,61
184,"Flux Rider",45361260.39,575
184,"Graviton Extractor",7085829.74,91
184,"Ion Pulverizer",1618143.47,22
184,"Quantum Bore",9906259.72,79
184,"ReglAggregators",5681795.02,76
185,"FexStram Carrier",4561481.96,63
185,"Flux Rider",43837427.37,562
185,"Graviton Extractor",5338383.59,74
185,"Ion Pulverizer",956012.03,13
185,"Quantum Bore",16145628.23,75
185,"ReglAggregators",5521839.25,77
186,"FexStram Carrier",4263545.5,51
186,"Flux Rider",41257478.89,534
186,"Graviton Extractor",6433521.98,86
186,"Ion Pulverizer",1169579.13,16
186,"Quantum Bore",7577689.78,64
186,"ReglAggregators",5241022.29,72
187,"FexStram Carrier",3124292.91,42
187,"Flux Rider",43423254.92,581
187,"Graviton Extractor",6530191.93,83
187,"Ion Pulverizer",965014.67,13
187,"Quantum Bore",8228098.73,72
187,"ReglAggregators",5395995.21,68
188,"FexStram Carrier",5121879.26,71
188,"Flux Rider",46244251.7,580
188,"Graviton Extractor",5793667.1,79
188,"Ion Pulverizer",1614479.57,19
188,"Quantum Bore",10119758.74,80
188,"ReglAggregators",7103402.05,92
189,"FexStram Carrier",3803753.51,51
189,"Flux Rider",46684637.67,572
189,"Graviton Extractor",6053217.62,80
189,"Ion Pulverizer",1022509.97,14
189,"Quantum Bore",12262005.87,86
189,"ReglAggregators",6467362.11,85
190,"FexStram Carrier",2637923.04,37
190,"Flux Rider",42817525.17,574
190,"Graviton Extractor",6542720.35,86
190,"Ion Pulverizer",1002146.12,15
190,"Quantum Bore",9867861.78,71
190,"ReglAggregators",4686950.52,66
191,"FexStram Carrier",3154125.73,46
191,"Flux Rider",44449798.4,575
191,"Graviton Extractor",7333684.91,98
191,"Ion Pulverizer",1386775.88,17
191,"Quantum Bore",8602963.16,73
191,"ReglAggregators",5810582.29,74
192,"FexStram Carrier",4970746.6,66
192,"Flux Rider",46035963.4,557
192,"Graviton Extractor",6782839.83,88
192,"Ion Pulverizer",617147.92,10
192,"Quantum Bore",8933535.43,76
192,"ReglAggregators",6737112.88,79
193,"FexStram Carrier",5003068.89,66
193,"Flux Rider",43559056.08,584
193,"Graviton Extractor",5177183.2,78
193,"Ion Pulverizer",1169042.61,13
193,"Quantum Bore",10072406.75,88
193,"ReglAggregators",5974684.46,75
194,"FexStram Carrier",5257951.49,69
194,"Flux Rider",42141879.25,570
194,"Graviton Extractor",4620358.7,69
194,"Ion Pulverizer",1256677.14,11
194,"Quantum Bore",12176430.42,94
194,"ReglAggregators",5087532.86,62
195,"FexStram Carrier",4815785.33,63
195,"Flux Rider",39685887.85,533
195,"Graviton Extractor",5827680.93,77
195,"Ion Pulverizer",1541176.48,24
195,"Quantum Bore",10060328.65,86
195,"ReglAggregators",6042161.52,80
196,"FexStram Carrier",5370885.44,65
196,"Flux Rider",41262411.78,560
196,"Graviton Extractor",4659789.02,68
196,"Ion Pulverizer",1628667.83,22
196,"Quantum Bore",10637745.21,92
196,"ReglAggregators",5324164.67,68
197,"FexStram Carrier",5244519.12,72
197,"Flux Rider",46978568.59,622
197,"Graviton Extractor",7089906.72,81
197,"Ion Pulverizer",1696162.95,22
197,"Quantum Bore",11072065.62,82
197,"ReglAggregators",5210393.27,86
198,"FexStram Carrier",4021003.22,58
198,"Flux Rider",44372493.13,587
198,"Graviton Extractor",7433814.12,94
198,"Ion Pulverizer",1858813.35,22
198,"Quantum Bore",10047216.51,76
198,"ReglAggregators",6622709.75,83
199,"FexStram Carrier",4025187.79,62
199,"Flux Rider",43525660.34,574
199,"Graviton Extractor",8151124.92,99
199,"Ion Pulverizer",1093596.93,17
199,"Quantum Bore",11466479.99,89
199,"ReglAggregators",6520746.47,78
200,"FexStram Carrier",4299062.07,62
200,"Flux Rider",39416704.24,527
200,"Graviton Extractor",4953965.31,77
200,"Ion Pulverizer",2245025.8,27
200,"Quantum Bore",8939721.73,75
200,"ReglAggregators",4516438.63,59
201,"FexStram Carrier",4933945.99,62
201,"Flux Rider",43682619.57,594
201,"Graviton Extractor",6410843.68,81
201,"Ion Pulverizer",950987.72,14
201,"Quantum Bore",9509786.85,77
201,"ReglAggregators",5239977.18,69
202,"FexStram Carrier",3419229.64,43
202,"Flux Rider",45978014.58,603
202,"Graviton Extractor",5291556.12,76
202,"Ion Pulverizer",849620.88,10
202,"Quantum Bore",10345699.44,87
202,"ReglAggregators",3833644.32,56
203,"FexStram Carrier",5192034.52,66
203,"Flux Rider",42225412.95,525
203,"Graviton Extractor",5234834.5,63
203,"Ion Pulverizer",1322849.02,14
203,"Quantum Bore",11837754.94,95
203,"ReglAggregators",5923035.26,79
204,"FexStram Carrier",4024157.73,48
204,"Flux Rider",39307589.19,514
204,"Graviton Extractor",7082153.35,90
204,"Ion Pulverizer",1144784.77,17
204,"Quantum Bore",10380480.89,75
204,"ReglAggregators",6224538.33,82
205,"FexStram Carrier",3723866.65,51
205,"Flux Rider",46331760.27,584
205,"Graviton Extractor",6378092.44,87
205,"Ion Pulverizer",1278931.81,17
205,"Quantum Bore",7761625.55,67
205,"ReglAggregators",4811114.56,67
206,"FexStram Carrier",3750188.26,50
206,"Flux Rider",42000118.67,548
206,"Graviton Extractor",5755986.64,84
206,"Ion Pulverizer",705404.41,12
206,"Quantum Bore",10401097.98,68
206,"ReglAggregators",6977223.28,90
207,"FexStram Carrier",4164343.15,47
207,"Flux Rider",43967823.37,568
207,"Graviton Extractor",7442552.56,100
207,"Ion Pulverizer",1327153.48,19
207,"Quantum Bore",8820466.03,74
207,"ReglAggregators",4335042.04,69
208,"FexStram Carrier",4224259.58,60
208,"Flux Rider",42441765.05,558
208,"Graviton Extractor",5850780.6,77
208,"Ion Pulverizer",1414065.76,17
208,"Quantum Bore",10638048.37,88
208,"ReglAggregators",4892620.62,58
209,"FexStram Carrier",4478683.89,65
209,"Flux Rider",44494246.49,588
209,"Graviton Extractor",6760596.89,84
