"sim","Bayesia System","Helionis Cluster","Oryn Delta"
822,343734.59,583740.8,210675.74
823,369748.72,728043.84,214982.69
824,330947.33,685639.98,202057.16
825,366602.57,835588.29,316078.22
826,375492.3,894252.49,189130.37
827,373945.94,743325.62,201344.99
828,322016.04,841580.63,211226.9
829,369811.19,603056.87,213537.28
830,417405.7,681550.98,213184.78
831,425029.93,698435.15,286927.92
832,435720.67,841435.39,228220.41
833,430556.69,866123.89,195324.59
834,423201.45,747147.56,258224.69
835,351476.63,727598.04,199450.73
836,338083.61,638192.77,241936.78
837,364479.99,812028.34,197714.95
838,334546.21,695785.82,249007.27
839,382794.33,777954.53,212144.98
840,329242.94,771912.12,149657.01
841,468155.17,830356.08,212102.16
842,301165.49,690656.38,187876.83
843,428325.62,836940.76,193737.34
844,392442.51,745753.12,179087.95
845,402214.87,779770.35,212848.23
846,438383.54,660928.19,250305.76
847,230856.27,760923.38,231382.51
848,338956.55,761970.69,199127.65
849,290344.47,613128.91,190993.77
850,239032.15,780888.69,186366.91
851,491299.03,848381.22,219795.68
852,520832.66,861097.69,300323
853,303052.3,761984.85,169254.93
854,314632.34,639492.67,248377.95
855,297663.82,663594.32,247031.75
856,358967.03,812187.28,226659.19
857,393940.83,610526.04,208985.02
858,298055.09,862430.69,209595.74
859,323627.97,854652.37,225570.16
860,340794,900377.01,253552.57
861,327088.06,818717.34,223753.88
862,433192.12,684608.49,301455.54
863,414203.45,838441.23,243690.28
864,303628.82,762248.96,187428.7
865,383681.83,732223.75,172339.08
866,374498.23,903791.14,233119.53
867,406534.15,747443.92,184245.31
868,365869.51,672240.47,238330.09
869,366496.7,677372.06,234319.6
870,358925.72,704954.59,285257.27
871,442148.76,692250.97,248576.06
872,305800.27,662089.18,171346.19
873,326856.25,897314.51,237877.11
874,334615.38,790792.17,169654.2
875,431987.86,719336.61,294704.6
876,312093.58,768889.4,344002.29
877,466554,675376.92,216588.6
878,327011.71,720067.62,230848.2
879,552204.48,779563.08,250475.55
880,400863.63,719848.59,239538.47
881,266622.65,773987.94,193691.34
882,309462.94,1074889.29,284844.36
883,344448.51,857321.12,208251.87
884,344875.45,662897.59,198227.17
885,400335.89,753776.61,192762.74
886,318733.21,835025.22,252412.7
887,352108.67,869080.25,251805.81
888,375734.68,814547.81,222315.91
889,562106.98,842051.81,203877.06
890,299001.32,612286.1,276847.38
891,434360.02,907083.03,195483.2
892,303967.52,643912.29,323735.35
893,552052.58,901325.67,350051.52
894,323898.3,821767.32,361259.28
895,424541.16,741466.55,182053.19
896,335674.41,909792.85,198870.97
897,360266.62,854670.98,235023.15
898,314271.64,799773.16,209423.26
899,260607.79,757486.31,204359.84
900,374468.28,746768.43,265211.14
901,307388.76,851351.75,207440.06
902,362279.74,981280.73,313699.35
903,303923.16,729505.78,179533.6
904,379889.68,1122258.36,222110.63
905,391300.52,602825.02,187344.58
906,521625.26,697406.54,196877.89
907,311664.05,771106.95,243837.34
908,318670.29,688400.34,223170.97
909,334579.53,767966.49,251121.33
910,380003.14,1040128.51,283384.32
911,321585.6,965812.09,281895.41
912,365818.53,702058.64,219796.98
913,334493.12,895690.42,215903.79
914,327027,758647.92,207505.88
915,336356.93,780254.72,312652.12
916,324062.63,656838.44,195357.12
917,310505.11,822622.89,217086.78
918,337833.86,975192.61,288465.6
919,361667.12,821286.86,278060.27
920,436070.19,729417.15,193351.2
921,368943.83,594540.41,238729.25
922,305236.83,720021.74,165454.82
923,329278.8,878553.87,204557.09
924,379875.84,659278.76,182121.74
925,384194.74,741205.97,272888.21
926,406363.59,889815.49,310190.58
927,454375.92,804910.02,236157.47
928,362952,676757.98,208187.82
929,500549.85,804425.27,199026.75
930,330456.33,776948.65,198978.6
931,343482.65,898680.43,166489.32
932,346798.07,875058.4,316005.5
933,444583.17,717908.94,213152.16
934,300882.55,737903.83,346108.66
935,342799.98,877529.87,276792.23
936,395900.44,946145.71,206917.64
937,327866.08,942604.38,190682.27
938,249423.79,835445.88,251790.71
939,327996.64,813026.42,197456.3
940,489481.43,773908.67,265480.59
941,360677.93,670905.79,333215.72
942,428903.55,737883.88,228788.96
943,401019.78,578173.04,249809.89
944,303709.05,685988.96,246204.88
945,335226.5,852118.49,218173.74
946,338138.52,662820.23,258495.88
947,355159.43,835029.79,240818.8
948,466505.51,714892.33,302712.68
949,403524.97,777165.31,165137.8
950,452016.02,824810.93,295010.06
951,414275.75,800710.14,269373.92
952,431087.24,635165.93,251768.56
953,371329.26,712541.98,180100.65
954,431168.89,635225.24,196243.27
955,522127,606954.32,179794.62
956,262247.27,664204.26,269028.45
957,408390.32,972264.39,186165.68
958,327459.35,887946.59,197096.87
959,378183.24,923320.96,258838.12
960,341299.95,750722.5,248602.16
961,329132.97,719417.32,159679.86
962,367779.05,1030067.75,238861.42
963,322379.34,803043.08,224933.91
964,430912.2,768058.55,264036.39
965,443222.79,867279.63,278509.27
966,409169.22,713923.79,193411.49
967,409868.19,700225.82,236381.87
968,394171.93,719358.98,533520.97
969,310547.96,855232.65,392263.27
970,322180.63,702827.22,477641.76
971,463320.85,755497.01,246579.95
972,356689.5,784360.24,201443.48
973,422080.17,718980.04,275676.4
974,338900.43,736037.11,175575.47
975,372038.53,919436.26,192507.03
976,401086.21,765545.95,243509.99
977,343711.16,780956.32,210958.58
978,417394.51,900828.49,262298.86
979,311201.85,781588.23,171578.49
980,391272.8,744124.25,224843.93
981,359159.83,1030825.8,175923.42
982,339030.68,775829.85,227258.56
983,389626.07,717377.14,244866.91
984,482532.3,843341.98,306059.97
985,398279.7,715910.42,263354.93
986,488686.13,663660.69,292056.35
987,428604.15,764830.85,171197.66
988,312967.06,891660.68,275400.52
989,360567.74,841608.59,211985.66
990,425641.31,868253.31,208215.8
991,359870.07,776630.51,291505.52
992,530276.86,755254.36,212260.09
993,306396.91,682807.22,275574.76
994,366062.3,759698.7,252303.98
995,331469.31,767686.14,293759.9
996,387077.98,708043.17,293359.76
997,354270.01,867995.62,153316.46
998,418125.16,798246.26,381515.78
999,354988.54,818354.51,235322.98
1000,411915.1,842228.47,274335.83
1001,371107.55,727670.29,155122.08
1002,357453.05,678242.65,230608.67
1003,471586.23,798732.04,264003.19
1004,299897.23,829755.81,240983.18
1005,372584.67,618670.82,223945.06
1006,409851.56,769804.04,200579.01
1007,411988.96,828792.55,173725.88
1008,256188.51,760194.05,302275.93
1009,363546.04,863206.47,316671.88
1010,346517.08,744676.22,216331.44
1011,378635.35,666066.24,211226.98
1012,333010.98,777501.74,247696.57
1013,280926.38,736738.21,234978.11
1014,531836.58,784872.49,198882.79
1015,370410.6,1029533.87,284493.73
1016,383331.24,929394.77,231592.66
1017,495220.74,878319.42,250979.75
1018,542966.07,649227.01,383329.63
1019,435549.85,853795.12,207167.89
1020,369269.94,740305.79,170944.77
1021,325842.64,841878.74,187654.06
1022,492300.89,642159.69,211767.76
1023,351425.01,820437.04,272459.17
1024,335741.55,1062880.02,286935.13
1025,277050.5,773854.16,267633.37
1026,377747.08,696689.51,209361.23
1027,382724.56,925392.46,152858.68
1028,363782.31,832380.98,230692.7
1029,354832.71,903286.75,229164.9
1030,308178.62,947278.92,259280.1
1031,308788.47,799937.11,334241.36
1032,360399.4,751407.79,205908.04
1033,429686.82,820108.29,291574.21
1034,374966.85,744604.31,171354.78
1035,405917.24,668614.22,245027.43
1036,440062.83,632051.73,153148.63
1037,439381.66,744472.67,189470.43
1038,385892,890978.18,200320.51
1039,399570.33,746110.53,204658.25
1040,283161.37,838766.42,324157.33
1041,562683.92,736261.09,263970.24
1042,404859.59,721030.75,276606.26
1043,486862.8,909944.53,242608.66
1044,449251.97,694010.18,202469
1045,420200.01,805035.14,290414.68
1046,398243.01,776153.82,155508.02
1047,351610.56,762525.05,185856.12
1048,327007.69,813933.22,213421.63
1049,393888.4,725874.8,136287.88
1050,473425.28,794247.61,153027.48
1051,358353.06,714879.32,224197.34
1052,374772.86,877302.45,326139.14
1053,353275.4,909839.26,199130.28
1054,304471.79,710358.55,240648.21
1055,281982.49,672518.96,194020.62
1056,439245.83,746993.33,185569.75
1057,369153.14,839186.99,222167.79
1058,395237,663634.42,273065.46
1059,364419.87,851754.89,159997.13
1060,376960.38,704961.18,164001.46
1061,429691.95,690524.36,238011.2
1062,375882.5,741555.42,231187.07
1063,279376.67,909227.4,222087.67
1064,315276.51,842661.48,195670.4
1065,364472.88,768501.65,264926.61
1066,368227.44,830941.36,310782.49
1067,351452.91,708538.78,210601.64
1068,313263.7,859615.45,202336.34
1069,348954.71,817936.64,146087.18
1070,429023.73,852622.05,243071.97
1071,567163.54,957321.87,259532.85
1072,360297.16,827059.22,206113.09
1073,373338.15,801982.65,186318.87
1074,331124.35,880448.47,187659.64
1075,368450.16,824346.58,183161.4
1076,394270.63,1038717.25,304942.09
1077,376944.24,724869.29,219719.79
1078,539420.74,754009.35,213684.89
1079,481429.76,806752.56,262050.15
1080,380191.7,926369.29,294561.46
1081,516560.66,840127.58,264088.87
1082,320546.04,751366.67,196279.89
1083,404338.32,732379.21,222343.81
1084,390892.02,605626.68,158280.63
1085,389522.88,922634.72,231085.9
1086,379495.98,947422.85,215641.92
1087,398331.28,642956.59,294239.21
1088,331121.05,769106.11,260577.56
1089,295484.31,823792.99,179598.59
1090,342349.62,657637.91,268215.03
1091,371864.45,892055.38,206404.45
1092,406739.67,741536.89,259269.96
1093,412279.22,995073.45,242978.55
1094,327522.56,725903.81,260545.82
1095,415005.04,792771.56,206845.94
1096,356880.91,951954.02,380524
1097,350229.31,828581.42,212300.18
1098,328735.27,788736.32,214137.12
1099,530823.75,653286.84,330304.23
1100,302808.89,832504.18,251948.47
1101,266163.25,824358.41,213220.48
1102,437314.89,792867.66,267128.22
1103,326740.66,694659.01,352899.93
1104,420722.23,864031.09,285829.24
1105,337164.91,688741.76,260070.72
1106,354784.15,789455.7,283276.28
1107,256861.63,881918.72,204153.74
1108,340833.55,903060.11,236991.43
1109,466432.18,829004.26,270271.02
1110,363061.81,837949.71,215551.44
1111,389970.18,891073.83,303572.94
1112,364707.84,779169.39,233839.31
1113,309364.55,811907.76,249295.13
1114,519947.78,823896.22,151434.41
1115,386169.65,904540.47,241354.22
1116,334512.1,763053.05,207745.77
1117,298606.97,725671.87,186349.64
1118,463632.21,726750.52,249005.78
1119,479467,856724.9,264352.31
1120,414580.3,674627.78,173548.78
1121,337450.24,812273,187264.87
1122,396587.41,791775.3,172834.14
1123,279791.81,866749.65,193916.35
1124,278436.67,803780.77,201968.4
1125,344856.97,746574.59,352608.34
1126,315583.45,742008.18,253666.66
1127,464253.56,757467,208604.17
1128,248027.14,884332.13,209887.94
1129,324336.39,923124.3,205198.71
1130,391108.17,632748.62,184799.02
1131,361895.23,875978.82,274395.9
1132,435464.28,739005.16,398491.85
1133,301700.5,754748.95,255095.64
1134,330384.75,764412.48,177699.39
1135,288389.04,771461.74,251755.08
1136,415482.14,918018.8,212977.87
1137,446723.36,848744.48,176789.15
1138,422071.52,719530.48,250712.95
1139,362207.21,891429.17,250474.76
1140,262361.13,750458.04,208141.05
1141,307809.49,682099.69,240596.48
1142,473295.99,697234.48,179100.14
1143,353525.79,801581.65,221703.94
1144,270395.39,839133.7,228344.88
1145,298427.81,831096.73,404612.12
1146,341414.37,868414.67,227640.19
1147,365932.8,723202.2,242430.34
1148,440619.17,742437.95,217677.19
1149,312206.05,828748.2,186209.74
1150,420663.61,740938.2,299832.24
1151,321140.21,826791.55,178436.21
1152,387722.77,631264.66,303195.46
1153,378979.35,865310.3,202407.89
1154,482010.55,807525.89,277017.69
1155,310261.99,733948.96,225730.71
1156,374591.58,675570.15,353679.46
1157,453223.75,775642.08,224693.31
1158,454764.82,724195.8,204357.2
1159,404320.61,704808.39,211788.34
1160,342970.97,713579.57,151382.33
1161,363272.64,761649.98,194571.31
1162,428946.57,783761.11,186861.36
1163,359563.62,823794.23,177460.38
1164,402396.43,754078.96,190998.54
1165,381461.78,829225.86,222190.87
1166,347872.67,923311.92,223293.33
1167,374087.78,1100144.75,177493.87
1168,428802.59,761794.1,327344.54
1169,284499.54,834939.14,177667.04
1170,291334.86,747084.3,243482.2
1171,461114.74,797321.46,233467.55
1172,333336.21,748042.47,209156.06
1173,317632.32,643339.11,257630.83
1174,339311.54,593438.97,201581.52
1175,381148.8,828907.12,292055.46
1176,390372.7,663487.89,222170.03
1177,329062.36,784412.55,177039.39
1178,420974.44,756736.43,191536.08
1179,376405.06,865932.22,180581.12
1180,439439.28,795623.27,182289.36
1181,354713.33,701039.89,257084.37
1182,286260.8,680579.29,197110.25
1183,357629.26,665758.39,174991.02
1184,411156.42,911638.14,163087.61
1185,383883.2,846362.52,222258.06
1186,380114.97,715819.06,189171.83
1187,389065.24,795521.28,202840.08
1188,424507.39,640028.72,248260.47
1189,404009.91,1044896.07,293502.78
1190,536699.62,668272.3,235487.36
1191,428080.02,864575.59,201020.36
1192,460298.39,759267.53,355062.47
1193,365489.23,862212.4,203640.13
1194,341455.95,926158.06,311213.07
1195,274415.17,737738.42,191869.09
1196,355167.3,993752.36,242897.35
1197,332258.09,678183.82,210336.52
1198,272938.98,792569.11,168220.17
1199,305711.32,836008.47,180920.06
1200,322075.97,1148190.37,263530.12
1201,541064.89,812457.36,208171.45
1202,314576.18,935080.78,230781.75
1203,440373.62,880501.41,256028.39
1204,465214.09,861570.45,235209.02
1205,371416.34,840263.45,179301.95
1206,389037.35,812024.96,177171.64
1207,419297.89,748636.49,173499.78
1208,334307.31,765714.58,254210.85
1209,418589.94,677480.93,204302.73
1210,298425.18,744814.69,187241.22
1211,281444.09,840600.76,141237.65
1212,305409.46,729516.64,185299.83
1213,342944.11,836099.79,344622.3
1214,335120.53,718509.75,300601.7
1215,383449.08,711618.2,258264.85
1216,475435.66,629032.14,273890.05
1217,347665.03,739919.42,188256.27
1218,324345.66,898237.84,200065.21
1219,415090.39,610999.36,328530.11
1220,492508.05,795680.66,227407.63
1221,338952.26,806660.62,271710.76
1222,392255.18,863513.02,205996.83
1223,373576.53,786934,180779.89
1224,326562.33,788886.56,221561.65
1225,395870.21,628219.61,293469.86
1226,390427.25,741235.1,178581.85
1227,275738.29,850407.74,269482.4
1228,304643.52,844050.53,225601.62
1229,388696.88,688600.79,272704.32
1230,291563.72,735648.7,287281.06
1231,365597.15,787728.84,246569.32
1232,408737.36,748264.36,216253.81
1233,492231.74,1030441.4,367056.45
1234,351107.89,713984.46,252276.82
1235,346766.57,657532.79,228215.76
1236,411756.4,754929.98,152574.27
1237,383611.72,816427.51,173944.48
1238,448738.69,740577.4,260152.52
1239,398674.16,782746.64,226848.36
1240,371055.29,683548.56,183224.64
1241,287997.84,689120.07,333132.65
1242,320538.88,711438.97,208940.91
1243,364830.39,876030.39,224246.95
1244,395955.81,732592.51,237259.14
1245,454706.73,922800.63,230703.09
1246,305975.67,750026.12,262312.12
1247,378383.78,755340.01,267479.75
1248,319957.72,876408.69,215479.9
1249,345514.42,861828.83,323322.24
1250,398363.82,682178.73,190937.14
1251,452686.06,773296.44,212737.76
1252,413238.82,855682.73,196955.08
1253,550490.25,875835.34,162925.72
1254,327612.74,684930,271021.76
1255,428808.86,811638.4,285923.75
1256,383806.37,652406.67,195198.7
1257,436008.15,862169.47,227541.29
1258,421673.51,730204.07,296796.63
1259,505366.82,783054.66,243778.16
1260,413251.42,732454.28,175787.72
1261,370785.73,910501.56,227091.95
1262,570155.47,689123.61,235753.92
1263,338332.7,668959.47,308776.86
1264,488050.54,768807.43,197546.67
1265,353250.17,879084.72,221900.74
1266,368817.25,759731,204634.96
1267,534853.91,877019.62,186830.91
1268,257652.07,766704.96,226496.93
1269,490190.66,852731.12,201281.94
1270,327173.61,884774.12,209005.31
1271,361338.87,789784.56,268295.35
1272,428830.96,756455.74,269391.86
1273,369072.2,593303.44,191119.22
1274,340667.48,811261.95,203405.51
1275,279004.65,805741.68,334681.8
1276,355531.29,824044.96,199866.55
1277,465778.27,809788.06,225334.84
1278,319083.51,951706.98,202834.09
1279,394095.76,636393.31,289054.66
1280,333782.23,744438.77,289394.77
1281,345211.18,817894.54,185122.01
1282,418928.06,705059.02,155551.81
1283,311161.37,907652.32,214501.51
1284,320761.76,761019.48,175611.6
1285,341005.77,876372,310106.83
1286,343372,866748.29,172285.23
1287,409824.74,778512.91,239207.07
1288,432184.57,667508.36,216849.1
1289,480575.53,812260.94,164002.65
1290,417213.08,1005693.61,386730.49
1291,363350.85,1007183.51,232417.47
