"sim","Field Operations","Heavy Operations","Office/Admin","Technical"
636,472141.98,481605.67,57253.85,509477.64
637,491857.09,544646.38,49694.16,325882.81
638,501354.22,466634.45,58668.51,410235.95
639,402957.16,619626.27,21969.72,502867.8
640,396775,459022.75,38833.04,417965.69
641,465827.78,389091.68,73287.99,434365.69
642,405826.74,518206.99,121230.05,342799.47
643,488838.28,629831.41,43378.85,414150.38
644,447001.96,352485.87,32545.43,443672.49
645,343451.27,551436.18,46761.46,378041.18
646,486088.59,470917.18,45122.71,498495.34
647,422360.68,418700.59,47391.89,572637.91
648,471509.25,585611.89,38207.69,392185.18
649,546149.62,395631.59,40743.44,407134.8
650,431562.74,438109.3,42695.77,367730.18
651,540647.76,476384.85,55460.79,582800.68
652,415291.22,385576.45,43858.58,444705.22
653,448104.69,391169.42,31501.08,420935.51
654,301455.99,406665,33910.67,561317.93
655,388507.59,390704.32,24287.93,419844.16
656,441262.73,391259.98,36868.21,449146.73
657,390480.58,535056.02,50369.49,375630.79
658,419816.17,682024.89,52314.96,335876.27
659,407140.94,367345.78,68688.75,424931.03
660,402960,433368.2,25310.74,352049.84
661,473251.94,470588.78,34780.81,418020.14
662,625088.16,444345.92,42622.11,428313.02
663,390562.88,458079.8,41362.81,439344.75
664,452436.88,411259.88,100350.23,402937.59
665,393804.26,366999.77,75806.96,357112.1
666,396670.57,494720.67,23107.72,445382.69
667,377325.25,419656.75,49918.54,493644.61
668,408081.28,722474.11,34763.23,398026.2
669,444595.21,437844.24,76315.59,497116.78
670,448871.47,460909.55,47524.01,650428.46
671,413754.35,514185.4,55834.32,368763.79
672,422204.25,532377.96,160520.91,462868
673,458195.12,398306.45,31389.63,364522.05
674,413187.61,458102.33,40869.28,358422.55
675,414063.91,424130.5,24576.9,551597.47
676,534550.69,517639.93,22597.74,391866.99
677,374329.42,473211.25,62300.06,426835.28
678,386200.4,526400.39,125746.42,510233.84
679,527270.76,506896.08,62278.71,485610.9
680,443809.97,445204.87,20939.75,462739.57
681,382950.69,492512.73,45024.74,537730.63
682,502569.22,485273.61,88660.89,479155.3
683,494760.95,527203.55,34042.56,359813.37
684,389003.3,470607.13,35754.98,616256.56
685,405843.01,460482.49,24780.2,523201
686,475018.42,515824.56,140530.38,389930.15
687,446215.18,548296.46,41750.64,506882.38
688,440516.46,415356.67,49779.29,390312.38
689,430081.99,426865.55,44363.56,620136.76
690,377354.35,478084.23,44118.44,416094.01
691,588114.11,393891.51,21845.71,380990.07
692,375707.76,460959.87,29422.17,456594.58
693,363688.56,370365.9,25620.27,449867.31
694,364740.81,532255.21,45863.66,436219.04
695,356753.61,441125.36,57105.59,333487.02
696,367830.15,468929.24,28907.49,491211.54
697,471898.73,468308.54,25226.96,395168.85
698,401708.08,493851.31,37502.97,448240.68
699,376204.53,340054.04,34668.74,635553.46
700,416671.09,440339.26,40800.42,457194.2
701,633738.05,476916.86,26800.55,501249.06
702,582382.37,490561.1,40229.44,416372.64
703,353941.48,536267.98,54945.98,380893.14
704,489873.55,373084.89,79772.94,389234.44
705,405132.5,426597.42,20253.34,451620.46
706,389066.16,538875.28,27425.03,492735.04
707,340274.07,495527.13,29590.27,432773.05
708,299919.9,622475.19,34424.54,295893.17
709,458518.67,512626.13,77557.91,568025.08
710,424338.92,481326.04,56416.12,446619.78
711,455425.21,433061.43,22173.16,442345.9
712,339869.76,428328.92,26587.02,391944.84
713,371473.65,412737.01,31296.27,583853.63
714,467004.29,388029.68,51209.15,524910.01
715,372582.9,342463.39,70296.17,374626.19
716,359316.03,378285.18,168948.01,652963.59
717,391931.43,438319.9,26357.22,501756.76
718,381676.01,434025.73,30985.15,333144.52
719,506052.58,538922.75,57887.45,403828.26
720,490808.12,394988.72,18897.03,459391.45
721,496891.46,442224.72,33198.76,494998.68
722,293289.91,489651.18,36092.36,323778.27
723,419410.27,580632.19,29556.59,647412.67
724,367763.57,445845.67,16937.37,474611.21
725,369403.61,417892.63,45333.54,755642.25
726,427648.32,437948.66,29512.78,439239.34
727,457451.43,487004.28,28791.52,328869.76
728,547416.91,471079.53,40546.45,309995.78
729,462354.91,551194.42,59595.06,548268.56
730,520816.82,378375.33,31538.55,424120.81
731,522805.1,477626.87,85698.5,335523.29
732,367345.87,561270.62,24574.55,462620.06
733,397796.73,464160.21,24993.24,432188.74
734,427487.87,413335,50441.31,609127.61
735,479861.4,561524.31,71789.85,646649.91
736,420042.52,497023.76,32219.35,342938.69
737,727792.86,546494.48,25504.66,391827.07
738,381900.29,487297.28,32915.77,414084.14
739,528806.18,517532.97,46676.46,431243.63
740,440764.78,594411.14,21874.16,466210
741,515058.32,573028.54,40853.15,399772.99
742,488455.41,500913.1,63752.89,419145.31
743,452078.72,398603.17,37900.79,439127.36
744,395807.63,341464.21,34929.26,419807.41
745,483919.43,443919.4,19830.22,588786.79
746,421092.84,565195.99,50521.9,475013.61
747,531878.75,360641.86,45382.59,391234.91
748,323620.99,453430.35,50982.79,622357.93
749,379317.37,376496.5,45926.31,615297.96
750,373943.5,377263.19,20519.86,382901.3
751,367712.02,450950.9,35780.1,652462.78
752,347533.97,408108.69,33025.4,465838.22
753,503126.46,385882.89,25468.28,448816.9
754,463013.31,538894.54,22790.92,360276.52
755,388643.97,529815.46,41405.68,535157.31
756,530654.21,521038.43,67165.24,413310.09
757,501808.16,346066.12,32078.35,490517.43
758,346436.26,378325.75,37189.53,580372.44
759,423025.57,602015.09,26176.23,499686.66
760,412233.84,367904.37,40356.54,635082.81
761,393544.04,404880.72,38426.06,500555.73
762,445753.86,579788.5,39379.88,326776.29
763,367032.77,384822.74,40833.59,461715.11
764,482116.59,418212.4,99281.74,373532.32
765,444623.64,490795.81,26515.67,373158.63
766,400416.98,539989.12,72250.59,511913.11
767,350996.25,481559.14,27420.41,439123.36
768,457429.42,450810.91,91335.83,466655.01
769,434269.85,376193.79,54095.33,312201.53
770,368439.68,403905.51,50462.25,370499.03
771,490093.86,544472.44,64736.04,499713.28
772,402618.09,411356.62,66477.59,336873.62
773,433485.3,669139.59,26943.54,349939.67
774,408270.78,428090.45,49187.1,455644.05
775,539869.39,440998.18,53168.36,436380.66
776,400667.1,585602.38,25525.02,528477.8
777,502501.85,446333.14,43032.92,334244.06
778,386782.75,503593.06,36274.48,427589.45
779,331158.84,438291.85,31030.99,477505.76
780,478639.84,653060.04,21955.4,476092.57
781,447684.55,621903.9,35780.76,435424.43
782,427389.76,377390.35,47486.53,459345.65
783,427845.26,543030.92,67234.25,387124.23
784,434278.94,480010.46,70681.5,482857.11
785,403002.57,465550.5,27615.33,498326.82
786,472039.02,453074.19,62626.66,345815.63
787,508978.27,532623.63,47407.53,381476.71
788,406023.35,382075.27,26967.09,523782.57
789,367417.62,361567.82,63290.3,357426.56
790,434735.45,372829.83,38914.54,390825.87
791,383191.28,394831.22,27301.65,461380.49
792,442624.69,530687.29,41100.67,439582.04
793,494370.6,431847.06,28330.57,466302.62
794,391714.53,389448.62,36925.58,330522.43
795,399849.06,426353.78,24788.4,443885.49
796,442125.72,452826.82,54067.63,546900.07
797,511565.86,482939.38,53187.35,420673.18
798,322162.73,407955.59,29242.88,477481.06
799,456235.08,413045.99,47082.18,520869.42
800,488312.43,611046.37,33343.8,457705.43
801,425348.33,371748.31,56351.35,337011.22
802,532770.47,489417.4,33488.17,354754.52
803,351756.07,515372.65,50626.63,539869.66
804,472046.95,443308.04,27420.37,368640.86
805,472298.74,446264.32,29923.95,613044.38
806,321738.64,522809.63,14613.9,425120.15
807,404335.46,403893.27,41981.12,471927.32
808,352777.45,412105.57,38990.8,369007.6
809,401280.34,537369.14,34560.37,378120.81
810,425446.85,441314.94,45297.99,525960.99
811,503441.09,409905.46,34673.52,457407.46
812,408671.36,443289.91,152505.69,392175.46
813,451859.57,382426.6,32364.92,348553.12
814,426787.38,466468.65,103301.11,389185.99
815,370295.79,460644.13,88864.86,493333.88
816,526047.91,584913.83,38448.98,505300.11
817,420370.64,511230.33,70944.53,534996.03
818,409494.01,459467.89,80521.19,374555.53
819,316470.65,459654.83,21222.75,384391.82
820,424260.09,616589.15,34327.52,401441.44
821,583382.71,451742.58,27531.18,552773.12
822,393021.41,390771.32,19784.5,334573.89
823,419882.95,408542.24,43490.96,440859.09
824,357848.18,438970.46,55897.36,365928.47
825,538131.94,547615.72,32126.52,400394.91
826,483246.01,442726.08,21304.3,511598.76
827,420306.29,465268.2,33368,399674.05
828,402441.5,354189.55,174565.82,443626.69
829,432646.73,382232.4,41130.67,330395.55
830,388754.81,530496.63,44827.38,348062.65
831,434287.28,468874.2,57199.75,450031.76
832,478240.98,478189.23,44541.91,504404.35
833,480009.12,442976.32,39467.65,529552.07
834,450017.06,511004.19,37170.56,430381.88
835,421664.46,495769.27,23325.3,337766.37
836,420265.46,407405.77,19383.21,371158.72
837,387217.61,506679.78,93778.18,386547.7
838,328774.02,420002.68,42663.89,487898.71
839,406175.71,426672.07,54940.19,485105.86
840,465925.44,396146.56,27063.66,361676.41
841,432028.42,485157.76,51233.85,542193.37
842,491952.65,330964.33,28221.84,328559.88
843,494763.28,516595.55,48154.49,399490.41
844,458067.38,449325.97,36562.1,373328.14
845,493657.1,479630.85,25945.22,395600.29
846,386676.36,543064.49,52378.5,367498.14
847,418202.95,465781.01,52352.51,286825.69
848,419355.61,404338.16,79043.53,397317.59
849,394035.95,395953.91,15636.38,288840.92
850,541240.97,331737.11,34402.58,298907.08
851,467293.32,467659.67,62563.63,561959.3
852,428448.78,621921.53,52489.45,579393.59
853,411487.5,478591.34,24822.27,319390.98
854,417888.76,424869.74,54224.65,305519.81
855,337638.85,414341.66,93897.86,362411.52
856,349391.97,474984.4,43582.91,529854.22
857,324465.29,422529.49,46851.8,419605.32
858,486815.65,478964.9,38580.83,365720.14
859,360240.28,519976.42,49722.39,473911.41
860,462920.8,505859.06,57875.46,468068.25
861,516643.31,433095.84,58287.02,361533.11
862,373639.35,385680.9,183902.86,476033.03
863,444801.22,483632.18,79247.27,488654.29
864,423912.68,393161.17,53573.24,382659.38
865,525045.78,436417.38,29552.86,297228.64
866,459942.18,568473.44,95418.2,387575.09
867,486086.63,463156.15,28968.1,360012.5
868,414185.45,443607.54,55846.46,362800.62
869,384723.71,421803.52,35048.08,436613.06
870,513295.55,350192.3,40721.73,444928
871,528338.04,414161.53,36891.94,403584.29
872,384577.83,394628.06,22622.11,337407.64
873,471880.6,414499.39,77531.83,498136.04
874,422991.53,388456.09,26500.33,457113.8
875,391764.06,457904.2,52063.83,544296.98
876,407150.5,402940.73,98955.27,515938.76
877,341617.66,438185.66,41083.83,537632.37
878,400076.12,379216.32,67495.1,431140
879,558739.03,674690.3,27878.62,320935.16
880,436967.99,468360.39,78237.12,376685.2
881,409575.33,422741.04,30300.56,371685.01
882,394537.1,541632.13,32245.1,700782.26
883,397933.92,424390.78,26258.92,561437.87
884,288237.37,466799.96,14958.71,436004.17
885,474527.89,423337.63,38392.86,410616.86
886,439289.83,516105.73,40793.73,409981.83
887,481769.93,465673.94,58633.05,466917.81
888,434251.46,505636.92,33445.99,439264.02
889,471031.34,641896.28,25658.06,469450.18
890,320001.76,499286.35,25791.44,343055.25
891,599172.62,398388.66,29999.22,509365.76
892,491737.79,380282.81,46540.77,353053.79
893,469103.73,620785.57,86903.79,626636.68
894,402356.96,452776.63,87142.79,564648.52
895,465153.04,452297.05,42526.09,388084.71
896,501515.07,487212.06,50459.08,405152.01
897,403670.44,559215.54,35439.13,451635.64
898,409652.2,384838.96,35139.99,493836.92
899,462975.5,315226.75,35616.86,408634.83
900,491971.51,442622.93,52414.54,399438.87
901,357228.72,444697.9,181733.64,382520.3
902,514940.17,736405.77,22264.14,383649.76
903,435859.84,418505.19,30303.88,328293.64
904,344033.1,625788.95,56280.94,698155.68
905,393041.97,395376.78,47021.66,346029.71
906,371947.92,522297.43,34407.24,487257.09
907,520550.79,394062.99,33998.11,377996.44
908,366921.51,466654.97,40579.65,356085.46
909,422093.39,389613.97,21247.53,520712.47
910,502428.6,578406.63,52526.55,570154.21
911,383964.03,773128.04,37032.69,375168.32
912,392574.7,439308.98,77623.18,378167.28
913,416322.26,405898.36,68992.12,554874.6
914,418580.7,478582.2,60037.26,335980.65
915,471650.82,479180.18,25605.76,452827.01
916,401874.21,394812.27,41862,337709.71
917,405920.9,430300.72,94485.51,419507.65
918,461733.52,437981.44,57665.11,644111.99
919,473683.79,474478.06,30531.13,482321.28
920,448512.97,435360.08,58854.16,416111.33
921,445059,390430.83,18790.2,347933.45
922,380396.38,351806,39988.36,418522.63
923,506930.46,542333.72,27522.07,335603.51
924,388912.57,388334.66,44662.41,399366.69
925,518161.03,443095.18,37133.59,399899.12
926,508276.46,570884.25,57485.01,469723.94
927,510705.51,425377.71,19225.71,540134.48
928,395225.74,448668.39,47099.8,356903.87
929,537255.76,505200.59,25190.6,436354.93
930,419733.87,461187.81,40292.94,385168.96
931,342973.4,585904.83,32397.53,447376.64
932,534895.19,403872.99,42624.36,556469.42
933,413976.4,416541.24,81031.9,464094.73
934,397786.83,542995.5,20082.76,424029.94
935,547556.74,532143.27,50609.68,366812.38
936,406774.35,555719.54,34652.48,551817.42
937,476833.07,533794.83,34141.03,416383.8
938,396478.72,394810.3,40917.95,504453.41
939,399337.99,469742.27,32284.31,437114.8
940,542223.88,452380,63136.37,471130.43
941,398622.56,466564.59,42172.68,457439.6
942,397416.46,461723.49,43517.48,492918.96
943,376079.98,382197.8,37965.85,432759.09
944,439397.61,400701.55,32263.13,363540.6
945,484332.08,443435.56,28732.26,449018.83
946,435067.92,378042.56,52526.66,393817.49
947,442547.11,470308.62,47660.93,470491.36
948,392027.81,537377.61,66759.65,487945.45
949,399707.58,421958.13,41822.54,482339.83
950,495877.4,452018.82,49550.93,574389.86
951,444050.82,431022.55,13211.59,596074.86
952,357399.94,470566.07,45515.81,444539.91
953,397073.68,347421.05,50640.14,468837.01
954,469953.4,373183.62,43311.46,376188.91
955,433449.35,489820.87,27658.73,357946.99
956,410170.39,373892.32,29983.38,381433.9
957,405492.31,528084.53,51237.92,582005.64
958,428776.55,479708.07,39058.25,464959.94
959,342309.2,559597.17,90334.3,568101.64
960,491017.96,350536.61,106296.34,392773.7
961,344780.24,466796.93,45284.19,351368.8
962,537319.28,498952.02,37858.91,562578.02
963,453793.86,419523.93,41487.51,435551.02
964,510804.86,408087.87,49616.33,494498.07
965,467012.79,408050.25,115476.02,598472.63
966,510657.03,392227.9,14241.35,399378.22
967,424052.37,507843.01,9466.03,405114.48
968,503072,407497.51,106418.88,630063.49
969,448024.41,459726.9,37373.8,612918.76
970,507028.06,507916.54,61259.08,426445.93
971,487943.46,465727.35,38901.78,472825.23
972,355683.28,512150.39,59753.71,414905.84
973,412393.85,419131.3,16632.15,568579.31
974,337655.41,482186.24,50574.27,380097.09
975,496071.39,471578.07,50850.95,465481.4
976,395309.46,489069.89,29798.53,495964.26
977,423623.84,419813.26,34599.17,457589.8
978,499530.88,556700.89,98725.73,425564.37
979,484364.97,352125.06,55942.76,371935.77
980,434005.4,442516.14,52771.42,430948.02
981,455560.92,505430.11,43275.77,561642.25
982,373745.02,487901.48,80943.96,399528.64
983,380586.67,461470.77,47416.07,462396.62
984,524307.91,503044.83,45595.05,558986.46
985,397423.57,454313.51,58441.58,467366.39
986,420632.3,500105.77,36060.09,487605.01
987,487553.16,434663.01,16595.68,425820.81
988,563590.35,424237.79,25755.43,466444.68
989,515300.77,430619.68,42466.13,425775.42
990,519054.15,495476.69,32045.33,455534.24
991,605677.91,415647.5,29348.96,377331.73
992,540829.65,392625.58,40471.09,523864.99
993,430320.21,420602.69,22408.98,391447
994,510633.73,401812.27,34494.13,431124.84
995,477880.92,454433.68,39664.41,420936.34
996,507819.28,424511.35,40232.08,415918.2
997,521037.44,412643.22,71652.51,370248.91
998,565926.91,376734.59,144004.97,511220.73
999,551494.44,451395.2,17534.74,388241.66
1000,524955.44,488172.97,31590.07,483760.92
1001,391379.82,401039.71,35360.41,426119.97
1002,474505.31,414471.74,22508.94,354818.39
1003,417133.7,483963.64,36204.91,597019.2
1004,387725.61,463380.73,34433.54,485096.35
1005,325536.71,474142,39438.38,376083.46
1006,405190.72,471188.65,41994.23,461861
1007,379068.43,441641.12,57425.7,536372.14
1008,347661.61,367682.16,43636.82,559677.9
1009,480082.51,633463.13,40059.35,389819.4
1010,382614.41,485273.8,39442.88,400193.65
1011,474784.55,401823.33,24142.98,355177.73
1012,514783.71,397827.01,54413.93,391184.63
1013,397447.78,471315.75,26507.39,357371.79
1014,390896.25,412354.11,85969.82,626371.68
1015,488105.56,693738.56,30772.26,471821.83
1016,470849.97,429220.48,30392.83,613855.4
1017,659203.22,511144.61,39250.94,414921.14
1018,423323.15,436630.45,42326.88,673242.22
1019,467088.45,531488.59,28503.91,469431.91
1020,375208.33,405167.94,37329.41,462814.81
1021,440574.57,472527.7,22661.53,419611.63
1022,364818.57,522113.88,31758.58,427537.3
1023,395700.93,466564.29,52620.91,529435.09
1024,642289.37,467189.49,42711.59,533366.26
1025,479002.64,402616.12,16921.54,419997.73
1026,435503.6,375453.5,65495.83,407344.89
1027,450732.89,504949.59,55213.3,450079.92
1028,407514.72,561994.51,39719.88,417626.89
1029,400576.57,457394.42,47875.95,581437.41
1030,494280.38,452418.73,25879.55,542158.98
1031,459411.49,439761.35,38698.25,505095.84
1032,402365.54,486236.9,49416.96,379695.83
1033,499197.06,449725.21,27608.71,564838.34
1034,372083.12,363820.77,32496.39,522525.66
